,Id,Level,address,cluster,day,end-time,index,job-id,latitude,longitude,name,priority,quantity,raw-id,required-skills,service-duration,start-time,type
3747,2477_3_1_A1,A1,10955 50 Street NW,,10.0,10d 14:45:00,,,53.55582658,-113.4039236,RIVER VALLEY GOLD BAR,1,1,2477_1,neighbourhood,1.5147916656000002,10d 06:00:00,D
3748,2970_0_1_A1,A1,50 ST-44 AVE,,11.0,11d 14:45:00,,,53.48289789999999,-113.4211068,MILL WOODS GOLF COURSE,1,1,2970_1,neighbourhood,2.7554629632000003,11d 06:00:00,D
3749,2970_1_1_A1,A1,50 ST-44 AVE,,11.0,11d 14:45:00,,,53.48289789999999,-113.4211068,MILL WOODS GOLF COURSE,1,1,2970_1,neighbourhood,2.7554629632000003,11d 06:00:00,D
3750,2970_2_1_A1,A1,50 ST-44 AVE,,11.0,11d 14:45:00,,,53.48289789999999,-113.4211068,MILL WOODS GOLF COURSE,1,1,2970_1,neighbourhood,2.7554629632000003,11d 06:00:00,D
3751,3121.0_1_A1,A1,106 AVE & 43 ST,,12.0,12d 14:45:00,,,53.55432133,-113.4081388,RIVER VALLEY GOLD BAR,1,1,3121.0_1,neighbourhood,0.23333333280000002,12d 06:00:00,D
3752,3402.0_1_A2,A2,SOUTH SIDE/28AVE-MILLWOODS ROAD TO 66,,12.0,12d 14:45:00,,,53.45767318,-113.4449076,MILL WOODS PARK,1,1,3402.0_1,neighbourhood,3.0019444440000003,12d 06:00:00,D
3753,4282.0_1_A1,A1,93 ST & 82 AVE,,13.0,13d 14:45:00,,,53.51772153,-113.47095459999998,MILL CREEK RAVINE SOUTH,1,1,4282.0_1,neighbourhood,0.18333333359999998,13d 06:00:00,D
3754,4394_0_1_A2,A2,WS 75 ST: 83 - 90 AVE,,,10d 14:45:00,,,53.52195602,-113.4432593,IDYLWYLDE,1,1,4394_1,neighbourhood,1.7333333327999998,10d 06:00:00,D
3755,4394_1_1_A2,A2,WS 75 ST: 83 - 90 AVE,,,10d 14:45:00,,,53.52195602,-113.4432593,IDYLWYLDE,1,1,4394_1,neighbourhood,1.7333333327999998,10d 06:00:00,D
3756,4394_2_1_A2,A2,WS 75 ST: 83 - 90 AVE,,,10d 14:45:00,,,53.52195602,-113.4432593,IDYLWYLDE,1,1,4394_1,neighbourhood,1.7333333327999998,10d 06:00:00,D
3757,4521.0_1_A1,A1,80 AVE & 91 ST,,13.0,13d 14:45:00,,,53.51548244,-113.4701389,MILL CREEK RAVINE SOUTH,1,1,4521.0_1,neighbourhood,1.3666666656,13d 06:00:00,D
3758,4179.0_1_A2,A2,95 AVE-AUSTIN OBRIEN ROAD,,12.0,12d 14:45:00,,,53.53580303,-113.4249695,OTTEWELL,1,1,4179.0_1,neighbourhood,0.6086111112,12d 06:00:00,D
3759,4124.0_1_A2,A2,81-83 ST & 88-90 AVE,,12.0,12d 14:45:00,,,53.52360512,-113.4545367,IDYLWYLDE,1,1,4124.0_1,neighbourhood,2.5188888888,12d 06:00:00,D
3760,4376_0_1_A2,A2,84 ST-105 AVE,,7.0,7d 14:45:00,,,53.54609059,-113.4590477,FOREST HEIGHTS,1,1,4376_1,neighbourhood,1.9779629639999998,7d 06:00:00,D
3761,4376_1_1_A2,A2,84 ST-105 AVE,,7.0,7d 14:45:00,,,53.54609059,-113.4590477,FOREST HEIGHTS,1,1,4376_1,neighbourhood,1.9779629639999998,7d 06:00:00,D
3762,4376_2_1_A2,A2,84 ST-105 AVE,,7.0,7d 14:45:00,,,53.54609059,-113.4590477,FOREST HEIGHTS,1,1,4376_1,neighbourhood,1.9779629639999998,7d 06:00:00,D
3763,1903_0_1_A2,A2,BTWN-23-28 AVE-BTWN-66 ST-MILLWOODS RO,,12.0,12d 14:45:00,,,53.45575162,-113.44027790000001,MILL WOODS PARK,1,1,1903_1,neighbourhood,3.6407407415999997,12d 06:00:00,D
3764,1903_1_1_A2,A2,BTWN-23-28 AVE-BTWN-66 ST-MILLWOODS RO,,12.0,12d 14:45:00,,,53.45575162,-113.44027790000001,MILL WOODS PARK,1,1,1903_1,neighbourhood,3.6407407415999997,12d 06:00:00,D
3765,1903_2_1_A2,A2,BTWN-23-28 AVE-BTWN-66 ST-MILLWOODS RO,,12.0,12d 14:45:00,,,53.45575162,-113.44027790000001,MILL WOODS PARK,1,1,1903_1,neighbourhood,3.6407407415999997,12d 06:00:00,D
3766,1193.0_1_A2,A2,WAGNER ROAD - 86 ST,,13.0,13d 14:45:00,,,53.49922599,-113.45255470000001,DAVIES INDUSTRIAL WEST,1,1,1193.0_1,neighbourhood,3.0341666664,13d 06:00:00,D
3767,1938_0_1_A2,A2,43 to 45 AVE-111 to 114 ST,,12.0,12d 14:45:00,,,53.48114281,-113.5210328,Royal Gardens,1,1,1938_1,neighbourhood,1.5683333328,12d 06:00:00,D
3768,1938_1_1_A2,A2,43 to 45 AVE-111 to 114 ST,,12.0,12d 14:45:00,,,53.48114281,-113.5210328,Royal Gardens,1,1,1938_1,neighbourhood,1.5683333328,12d 06:00:00,D
3769,1938_2_1_A2,A2,43 to 45 AVE-111 to 114 ST,,12.0,12d 14:45:00,,,53.48114281,-113.5210328,Royal Gardens,1,1,1938_1,neighbourhood,1.5683333328,12d 06:00:00,D
3770,1938_3_1_A2,A2,43 to 45 AVE-111 to 114 ST,,12.0,12d 14:45:00,,,53.48114281,-113.5210328,Royal Gardens,1,1,1938_1,neighbourhood,1.5683333328,12d 06:00:00,D
3771,2157_0_1_A2,A2,9100 Walterdale Hill NW,,,11d 14:45:00,,,53.52669682,-113.50841170000001,RiverValley Walterdale,1,1,2157_1,neighbourhood,3.3333333336,11d 06:00:00,D
3772,2157_1_1_A2,A2,9100 Walterdale Hill NW,,,11d 14:45:00,,,53.52669682,-113.50841170000001,RiverValley Walterdale,1,1,2157_1,neighbourhood,3.3333333336,11d 06:00:00,D
3773,2157_2_1_A2,A2,9100 Walterdale Hill NW,,,11d 14:45:00,,,53.52669682,-113.50841170000001,RiverValley Walterdale,1,1,2157_1,neighbourhood,3.3333333336,11d 06:00:00,D
3775,466_0_1_A2,A2,113 ST-61 to 72 AVE,,,11d 14:45:00,,,53.50330887,-113.5227047,Parkallen,1,1,466_1,neighbourhood,1.5366666672,11d 06:00:00,D
3776,466_1_1_A2,A2,113 ST-61 to 72 AVE,,,11d 14:45:00,,,53.50330887,-113.5227047,Parkallen,1,1,466_1,neighbourhood,1.5366666672,11d 06:00:00,D
3777,466_2_1_A2,A2,113 ST-61 to 72 AVE,,,11d 14:45:00,,,53.50330887,-113.5227047,Parkallen,1,1,466_1,neighbourhood,1.5366666672,11d 06:00:00,D
3778,827.0_1_A2,A2,80 AVE-112 ST,,13.0,13d 14:45:00,,,53.51638268,-113.5217269,Garneau,1,1,827.0_1,neighbourhood,1.9266666672000001,13d 06:00:00,D
3779,1021.0_1_A2,A2,63 AVE-106 ST,,13.0,13d 14:45:00,,,53.50132503,-113.5031567,Allendale,1,1,1021.0_1,neighbourhood,2.1100000008,13d 06:00:00,D
3780,1151.0_1_A2,A2,65 AVE-111 ST,,12.0,12d 14:45:00,,,53.50271269,-113.5182882,Parkallen,1,1,1151.0_1,neighbourhood,3.0700000007999995,12d 06:00:00,D
3782,1366.0_1_A2,A2,79 AVE - 115 ST,,13.0,13d 14:45:00,,,53.51515315,-113.53010379999999,McKernan,1,1,1366.0_1,neighbourhood,1.23,13d 06:00:00,D
3783,1394.0_1_A2,A2,60 AVE-143A ST,,,13d 14:45:00,,,53.49795571,-113.5683269,Brookside,1,1,1394.0_1,neighbourhood,0.1866666672,5d 06:00:00,D
3784,1492.0_1_A2,A2,80 AVE-108 ST,,13.0,13d 14:45:00,,,53.51662569,-113.51063229999998,Queen Alexanda,1,1,1492.0_1,neighbourhood,0.3166666656,13d 06:00:00,D
3785,1506.0_1_A2,A2,76 AVE-112 ST,,13.0,13d 14:45:00,,,53.51153414,-113.51927079999999,McKernan,1,1,1506.0_1,neighbourhood,1.3900000008,13d 06:00:00,D
3786,1514.0_1_A2,A2,57-59 AVE-108 ST,,12.0,12d 14:45:00,,,53.49465765,-113.51061750000001,Pleasantview,1,1,1514.0_1,neighbourhood,1.8333333335999997,12d 06:00:00,D
3787,1531.0_1_A2,A2,28 AVE-119 ST,,12.0,12d 14:45:00,,,53.45726571,-113.53835590000001,Blue Quill Estates,1,1,1531.0_1,neighbourhood,3.1666666656,12d 06:00:00,D
3788,1566.0_1_A2,A2,SADDLEBACK ROAD-114 ST,,12.0,12d 14:45:00,,,53.45079412,-113.52308020000001,Skyrattler,1,1,1566.0_1,neighbourhood,0.8500000008,12d 06:00:00,D
3789,1590.0_1_A2,A2,WALTERDALE ROAD-105 ST,,13.0,13d 14:45:00,,,53.52814906,-113.50525959999999,RiverValley Walterdale,1,1,1590.0_1,neighbourhood,2.6433333336000002,13d 06:00:00,D
3790,1720.0_1_A2,A2,47 AVE-144 ST,,12.0,12d 14:45:00,,,53.48557887,-113.5685092,Brookside,1,1,1720.0_1,neighbourhood,0.7600000008,12d 06:00:00,D
3791,1791.0_1_A2,A2,UNIVERSITY AVE-87 AVE,,13.0,13d 14:45:00,,,53.52004776,-113.53872949999999,Windsor Park,1,1,1791.0_1,neighbourhood,0.48,13d 06:00:00,D
3792,1866.0_1_A2,A2,10510-48 AVE,,13.0,13d 14:45:00,,,53.48692327,-113.5010953,Empire Park,1,1,1866.0_1,neighbourhood,1.77,13d 06:00:00,D
3793,1886.0_1_A2,A2,111 ST-29A to 34 AVE,,9.0,9d 14:45:00,,,53.46393533,-113.51567309999999,Steinhauer,10,1,1886.0_1,roadway,1.5986111111999999,9d 06:00:00,D
3794,1893_0_1_A1,A1,9330 Groat Road NW,,12.0,12d 14:45:00,,,53.52760479999999,-113.5470072,River Valley Mayfair,1,1,1893_1,neighbourhood,3.7228571424,12d 06:00:00,D
3795,1893_1_1_A1,A1,9330 Groat Road NW,,12.0,12d 14:45:00,,,53.52760479999999,-113.5470072,River Valley Mayfair,1,1,1893_1,neighbourhood,3.7228571424,12d 06:00:00,D
3796,1893_2_1_A1,A1,9330 Groat Road NW,,12.0,12d 14:45:00,,,53.52760479999999,-113.5470072,River Valley Mayfair,1,1,1893_1,neighbourhood,3.7228571424,12d 06:00:00,D
3797,1893_3_1_A1,A1,9330 Groat Road NW,,12.0,12d 14:45:00,,,53.52760479999999,-113.5470072,River Valley Mayfair,1,1,1893_1,neighbourhood,3.7228571424,12d 06:00:00,D
3798,1893_4_1_A1,A1,9330 Groat Road NW,,12.0,12d 14:45:00,,,53.52760479999999,-113.5470072,River Valley Mayfair,1,1,1893_1,neighbourhood,3.7228571424,12d 06:00:00,D
3799,1893_5_1_A1,A1,9330 Groat Road NW,,12.0,12d 14:45:00,,,53.52760479999999,-113.5470072,River Valley Mayfair,1,1,1893_1,neighbourhood,3.7228571424,12d 06:00:00,D
3800,1893_6_1_A1,A1,9330 Groat Road NW,,12.0,12d 14:45:00,,,53.52760479999999,-113.5470072,River Valley Mayfair,1,1,1893_1,neighbourhood,3.7228571424,12d 06:00:00,D
3801,2082_0_1_A2,A2,Keiler Road to 116 Street - Sask. Drive,,,8d 14:45:00,,,53.50604401,-113.5386693,Belgravia,1,1,2082_1,neighbourhood,1.7399999999999998,8d 06:00:00,D
3802,2082_1_1_A2,A2,Keiler Road to 116 Street - Sask. Drive,,,8d 14:45:00,,,53.50604401,-113.5386693,Belgravia,1,1,2082_1,neighbourhood,1.7399999999999998,8d 06:00:00,D
3803,2082_2_1_A2,A2,Keiler Road to 116 Street - Sask. Drive,,,8d 14:45:00,,,53.50604401,-113.5386693,Belgravia,1,1,2082_1,neighbourhood,1.7399999999999998,8d 06:00:00,D
3804,2088.0_1_A2,A2,111 ST-34 to 40 AVE,,8.0,8d 14:45:00,,,53.47052086,-113.51596090000001,Duggan,1,1,2088.0_1,roadway,1.3736111112,8d 06:00:00,D
3806,2174_0_1_A2,A2,CALGARY TRAIL SOUTH OF ELLERSLIE RD. 1KM,,11.0,11d 14:45:00,,,53.41301857,-113.4962645,Ellerslie Industrial,1,1,2174_1,neighbourhood,3.6033333336,11d 06:00:00,D
3807,2174_1_1_A2,A2,CALGARY TRAIL SOUTH OF ELLERSLIE RD. 1KM,,11.0,11d 14:45:00,,,53.41301857,-113.4962645,Ellerslie Industrial,1,1,2174_1,neighbourhood,3.6033333336,11d 06:00:00,D
3808,2174_2_1_A2,A2,CALGARY TRAIL SOUTH OF ELLERSLIE RD. 1KM,,11.0,11d 14:45:00,,,53.41301857,-113.4962645,Ellerslie Industrial,1,1,2174_1,neighbourhood,3.6033333336,11d 06:00:00,D
3809,2190.0_1_A2,A2,63 AVE-126 ST,,13.0,13d 14:45:00,,,53.49914418,-113.5450879,Grandview Heights,1,1,2190.0_1,neighbourhood,3.5333333328,13d 06:00:00,D
3810,2191.0_1_A2,A2,51 AVE-124 ST,,13.0,13d 14:45:00,,,53.48661841,-113.5440894,Lansdowne,1,1,2191.0_1,neighbourhood,2.7400000008000003,13d 06:00:00,D
3811,2196.0_1_A2,A2,44 AVE-RIVERBEND ROAD,,12.0,12d 14:45:00,,,53.48198664,-113.5820029,Ramsey Heights,1,1,2196.0_1,neighbourhood,3.7333333344,12d 06:00:00,D
3812,2249_0_1_A2,A2,60 AVE-106 ST,,,8d 14:45:00,,,53.49497705,-113.50207069999999,Pleasantview,1,1,2249_1,neighbourhood,1.451111112,8d 06:00:00,D
3813,2249_1_1_A2,A2,60 AVE-106 ST,,,8d 14:45:00,,,53.49497705,-113.50207069999999,Pleasantview,1,1,2249_1,neighbourhood,1.451111112,8d 06:00:00,D
3814,2249_2_1_A2,A2,60 AVE-106 ST,,,8d 14:45:00,,,53.49497705,-113.50207069999999,Pleasantview,1,1,2249_1,neighbourhood,1.451111112,8d 06:00:00,D
3815,2260_0_1_A2,A2,SASK. DR.-LOW LEVEL BRIDGE,,,10d 14:45:00,,,53.5336275,-113.48569979999999,Strathcona,1,1,2260_1,neighbourhood,1.9600000008,10d 06:00:00,D
3816,2260_1_1_A2,A2,SASK. DR.-LOW LEVEL BRIDGE,,,10d 14:45:00,,,53.5336275,-113.48569979999999,Strathcona,1,1,2260_1,neighbourhood,1.9600000008,10d 06:00:00,D
3817,2260_2_1_A2,A2,SASK. DR.-LOW LEVEL BRIDGE,,,10d 14:45:00,,,53.5336275,-113.48569979999999,Strathcona,1,1,2260_1,neighbourhood,1.9600000008,10d 06:00:00,D
3819,2382.0_1_A2,A2,12 AVE & 113 ST,,12.0,12d 14:45:00,,,53.44258142,-113.52755630000001,Twin Brooks,1,1,2382.0_1,neighbourhood,2.1333333336,12d 06:00:00,D
3820,2406.0_1_A2,A2,46 AVE-140-142 ST,,12.0,12d 14:45:00,,,53.48328608,-113.5624498,Brookside,1,1,2406.0_1,neighbourhood,1.5033333335999999,12d 06:00:00,D
3821,2434_0_1_A1,A1,104-105A ST-70-76 AVE,,,10d 14:45:00,,,53.50944549,-113.4993593,Queen Alexander,1,1,2434_1,neighbourhood,1.6744444440000001,10d 06:00:00,D
3822,2434_1_1_A1,A1,104-105A ST-70-76 AVE,,,10d 14:45:00,,,53.50944549,-113.4993593,Queen Alexander,1,1,2434_1,neighbourhood,1.6744444440000001,10d 06:00:00,D
3823,2434_2_1_A1,A1,104-105A ST-70-76 AVE,,,10d 14:45:00,,,53.50944549,-113.4993593,Queen Alexander,1,1,2434_1,neighbourhood,1.6744444440000001,10d 06:00:00,D
3824,2460.0_1_A2,A2,73 AVE-105A ST,,12.0,12d 14:45:00,,,53.50885546,-113.5016621,Queen Alexanda,1,1,2460.0_1,neighbourhood,0.4999999992,12d 06:00:00,D
3825,2472.0_1_A2,A2,54 AVE-113A ST,,12.0,12d 14:45:00,,,53.49282801,-113.5238408,Lendrum Place,1,1,2472.0_1,neighbourhood,3.3347222232,12d 06:00:00,D
3826,2473.0_1_A2,A2,46 AVE-106 ST,,13.0,13d 14:45:00,,,53.4839836,-113.50290600000001,Empire Park,1,1,2473.0_1,neighbourhood,2.2033333344,13d 06:00:00,D
3827,2474_0_1_A2,A2,51 AVE-107 ST,,,8d 14:45:00,,,53.48622953,-113.50945540000001,Empire Park,1,1,2474_1,neighbourhood,1.6233333336,8d 06:00:00,D
3828,2474_1_1_A2,A2,51 AVE-107 ST,,,8d 14:45:00,,,53.48622953,-113.50945540000001,Empire Park,1,1,2474_1,neighbourhood,1.6233333336,8d 06:00:00,D
3829,2474_2_1_A2,A2,51 AVE-107 ST,,,8d 14:45:00,,,53.48622953,-113.50945540000001,Empire Park,1,1,2474_1,neighbourhood,1.6233333336,8d 06:00:00,D
3830,2475.0_1_A2,A2,74 AVE-113 ST,,12.0,12d 14:45:00,,,53.51032729999999,-113.52490390000001,McKernan,1,1,2475.0_1,neighbourhood,0.99,12d 06:00:00,D
3831,2478.0_1_A2,A2,40 AVE-117 ST,,12.0,12d 14:45:00,,,53.47772887,-113.5337038,Royal Gardens,1,1,2478.0_1,neighbourhood,1.1599999992,12d 06:00:00,D
3832,2479.0_1_A2,A2,40 AVE-119 ST,,12.0,12d 14:45:00,,,53.47846112,-113.5376293,Royal Gardens,1,1,2479.0_1,neighbourhood,1.3666666656,12d 06:00:00,D
3833,2481.0_1_A2,A2,University Ave. to Kieler Rd.(76 Ave.) - Sask. Dr.,,13.0,13d 14:45:00,,,53.51578395,-113.5376202,Belgravia,1,1,2481.0_1,neighbourhood,1.6333333344,13d 06:00:00,D
3834,2506_0_1_A2,A2,40 AVE-106 ST,,,8d 14:45:00,,,53.47749859,-113.5070716,Rideau Park,1,1,2506_1,neighbourhood,1.9455555552000003,8d 06:00:00,D
3835,2506_1_1_A2,A2,40 AVE-106 ST,,,8d 14:45:00,,,53.47749859,-113.5070716,Rideau Park,1,1,2506_1,neighbourhood,1.9455555552000003,8d 06:00:00,D
3836,2506_2_1_A2,A2,40 AVE-106 ST,,,8d 14:45:00,,,53.47749859,-113.5070716,Rideau Park,1,1,2506_1,neighbourhood,1.9455555552000003,8d 06:00:00,D
3837,2563_0_1_A2,A2,11904 Emily Murphy Park Road NW,,,10d 14:45:00,,,53.533306700000004,-113.5356181,River Valley Mayfair,1,1,2563_1,neighbourhood,3.5533333344,10d 06:00:00,D
3838,2563_1_1_A2,A2,11904 Emily Murphy Park Road NW,,,10d 14:45:00,,,53.533306700000004,-113.5356181,River Valley Mayfair,1,1,2563_1,neighbourhood,3.5533333344,10d 06:00:00,D
3839,2563_2_1_A2,A2,11904 Emily Murphy Park Road NW,,,10d 14:45:00,,,53.533306700000004,-113.5356181,River Valley Mayfair,1,1,2563_1,neighbourhood,3.5533333344,10d 06:00:00,D
3840,2608.0_1_A2,A2,51 AVE-142 ST,,12.0,12d 14:45:00,,,53.48776185,-113.5636818,Brookside,1,1,2608.0_1,neighbourhood,0.8999999999999999,12d 06:00:00,D
3841,2812.0_1_A2,A2,88 AVE-118 ST,,13.0,13d 14:45:00,,,53.52423438,-113.53598840000001,Windsor Park,1,1,2812.0_1,neighbourhood,1.8766666656000002,13d 06:00:00,D
3842,2842_0_1_A2,A2,37B AVE-114 ST,,,9d 14:45:00,,,53.47364825,-113.5249193,Greenfield,10,1,2842_1,neighbourhood,1.9933333344,9d 06:00:00,D
3843,2842_1_1_A2,A2,37B AVE-114 ST,,,9d 14:45:00,,,53.47364825,-113.5249193,Greenfield,10,1,2842_1,neighbourhood,1.9933333344,9d 06:00:00,D
3844,2842_2_1_A2,A2,37B AVE-114 ST,,,9d 14:45:00,,,53.47364825,-113.5249193,Greenfield,10,1,2842_1,neighbourhood,1.9933333344,9d 06:00:00,D
3845,2854.0_1_A2,A2,78 AVE-107 ST,,13.0,13d 14:45:00,,,53.51359696,-113.50490729999999,Queen Alexanda,1,1,2854.0_1,neighbourhood,1.7366666664000001,13d 06:00:00,D
3846,2859.0_1_A2,A2,62 AVE-106A ST,,13.0,13d 14:45:00,,,53.49963223,-113.5060312,Allendale,1,1,2859.0_1,neighbourhood,0.5433333336,13d 06:00:00,D
3847,2871_0_1_A2,A2,36A AVE-106 ST,,,10d 14:45:00,,,53.47280759,-113.50692,Duggan,1,1,2871_1,neighbourhood,1.7788888896,10d 06:00:00,D
3848,2871_1_1_A2,A2,36A AVE-106 ST,,,10d 14:45:00,,,53.47280759,-113.50692,Duggan,1,1,2871_1,neighbourhood,1.7788888896,10d 06:00:00,D
3849,2871_2_1_A2,A2,36A AVE-106 ST,,,10d 14:45:00,,,53.47280759,-113.50692,Duggan,1,1,2871_1,neighbourhood,1.7788888896,10d 06:00:00,D
3850,2920.0_1_A2,A2,32A AVE-106 ST,,13.0,13d 14:45:00,,,53.46388565,-113.5056304,Steinhauer,1,1,2920.0_1,neighbourhood,3.0,13d 06:00:00,D
3851,2978.0_1_A2,A2,48 AVE-115 ST,,12.0,12d 14:45:00,,,53.48440534,-113.5305618,Malmo Plains,1,1,2978.0_1,neighbourhood,3.0866666663999993,12d 06:00:00,D
3852,2988.0_1_A2,A2,61 AVE-109-113 ST,,12.0,12d 14:45:00,,,53.49858577,-113.51582659999998,Parkallen,1,1,2988.0_1,neighbourhood,1.6133333328,12d 06:00:00,D
3853,2992.0_1_A2,A2,51 AVE-114 ST,,12.0,12d 14:45:00,,,53.48911263,-113.52236429999999,Lendrum Place,1,1,2992.0_1,neighbourhood,3.3333333336,12d 06:00:00,D
3854,3070.0_1_A2,A2,76 AVE-106 ST,,12.0,12d 14:45:00,,,53.512794299999996,-113.5022969,Queen Alexanda,1,1,3070.0_1,neighbourhood,1.1099999999999999,12d 06:00:00,D
3855,3191.0_1_A2,A2,144 ST-46-52 AVE,,12.0,12d 14:45:00,,,53.4856364,-113.56926270000001,Brookside,1,1,3191.0_1,neighbourhood,1.29,12d 06:00:00,D
3856,3267.0_1_A2,A2,68 AVE-111 ST,,12.0,12d 14:45:00,,,53.50398302,-113.51786200000001,Parkallen,1,1,3267.0_1,neighbourhood,1.4466666672000001,12d 06:00:00,D
3857,3342_0_1_A2,A2,19 - 20A AVE & 109 - 111 ST,,13.0,13d 14:45:00,,,53.45024398,-113.5121273,Keheewin,1,1,3342_1,neighbourhood,1.3628703696,13d 06:00:00,D
3858,3342_1_1_A2,A2,19 - 20A AVE & 109 - 111 ST,,13.0,13d 14:45:00,,,53.45024398,-113.5121273,Keheewin,1,1,3342_1,neighbourhood,1.3628703696,13d 06:00:00,D
3859,3342_2_1_A2,A2,19 - 20A AVE & 109 - 111 ST,,13.0,13d 14:45:00,,,53.45024398,-113.5121273,Keheewin,1,1,3342_1,neighbourhood,1.3628703696,13d 06:00:00,D
3860,3343.0_1_A2,A2,76 AVE-114 ST,,12.0,12d 14:45:00,,,53.5132627,-113.52350630000001,McKernan,1,1,3343.0_1,neighbourhood,1.8866666664,12d 06:00:00,D
3861,3344_0_1_A2,A2,11507 - 74 Ave. & 74 Ave.- 116 Street,,,10d 14:45:00,,,53.50972814,-113.53144280000001,Belgravia,1,1,3344_1,neighbourhood,1.3533333336,10d 06:00:00,D
3862,3344_1_1_A2,A2,11507 - 74 Ave. & 74 Ave.- 116 Street,,,10d 14:45:00,,,53.50972814,-113.53144280000001,Belgravia,1,1,3344_1,neighbourhood,1.3533333336,10d 06:00:00,D
3863,3344_2_1_A2,A2,11507 - 74 Ave. & 74 Ave.- 116 Street,,,10d 14:45:00,,,53.50972814,-113.53144280000001,Belgravia,1,1,3344_1,neighbourhood,1.3533333336,10d 06:00:00,D
3864,3468.0_1_A2,A2,19 AVE-105 ST,,,13d 14:45:00,,,53.44972772,-113.5037655,Keheewin,1,1,3468.0_1,neighbourhood,1.8333333335999997,5d 06:00:00,D
3865,3479.0_1_A2,A2,87 AVE-EMILY MURPHY PK RD (116 ST),,13.0,13d 14:45:00,,,53.52798225,-113.5385165,Windsor Park,1,1,3479.0_1,neighbourhood,3.0,13d 06:00:00,D
3866,3545.0_1_A2,A2,31 AVE-113 ST,,13.0,13d 14:45:00,,,53.46205326,-113.5278072,Sweet Grass,1,1,3545.0_1,neighbourhood,3.3199999992,13d 06:00:00,D
3867,3560_0_1_A2,A2,39A AVE-ASPEN DRIVE WEST,,,9d 14:45:00,,,53.47425949,-113.54067930000001,Aspen Gardens,10,1,3560_1,neighbourhood,1.4177777784,9d 06:00:00,D
3868,3560_1_1_A2,A2,39A AVE-ASPEN DRIVE WEST,,,9d 14:45:00,,,53.47425949,-113.54067930000001,Aspen Gardens,10,1,3560_1,neighbourhood,1.4177777784,9d 06:00:00,D
3869,3560_2_1_A2,A2,39A AVE-ASPEN DRIVE WEST,,,9d 14:45:00,,,53.47425949,-113.54067930000001,Aspen Gardens,10,1,3560_1,neighbourhood,1.4177777784,9d 06:00:00,D
3870,3568_0_1_A2,A2,Groat Road - Groat Bridge South to 87 Ave.,,,9d 14:45:00,,,53.53059425,-113.53925590000001,River Valley Mayfair,10,1,3568_1,neighbourhood,1.8888888888,9d 06:00:00,D
3871,3568_1_1_A2,A2,Groat Road - Groat Bridge South to 87 Ave.,,,9d 14:45:00,,,53.53059425,-113.53925590000001,River Valley Mayfair,10,1,3568_1,neighbourhood,1.8888888888,9d 06:00:00,D
3872,3568_2_1_A2,A2,Groat Road - Groat Bridge South to 87 Ave.,,,9d 14:45:00,,,53.53059425,-113.53925590000001,River Valley Mayfair,10,1,3568_1,neighbourhood,1.8888888888,9d 06:00:00,D
3873,3725_0_1_A2,A2,111 ST: 51 - 61 AVE,,,10d 14:45:00,,,53.49378457,-113.51622490000001,Pleasantview,1,1,3725_1,neighbourhood,1.7444444448,10d 06:00:00,D
3874,3725_1_1_A2,A2,111 ST: 51 - 61 AVE,,,10d 14:45:00,,,53.49378457,-113.51622490000001,Pleasantview,1,1,3725_1,neighbourhood,1.7444444448,10d 06:00:00,D
3875,3725_2_1_A2,A2,111 ST: 51 - 61 AVE,,,10d 14:45:00,,,53.49378457,-113.51622490000001,Pleasantview,1,1,3725_1,neighbourhood,1.7444444448,10d 06:00:00,D
3876,4148.0_1_A2,A2,16 AVE - 105 ST,,13.0,13d 14:45:00,,,53.44387551,-113.4998194,Bearspaw,1,1,4148.0_1,neighbourhood,0.36,13d 06:00:00,D
3877,4596_0_1_A2,A2,29 AVE-106 ST,,11.0,11d 14:45:00,,,53.4577281,-113.501628,Ermineskin,1,1,4596_1,neighbourhood,1.9533333335999998,11d 06:00:00,D
3878,4596_1_1_A2,A2,29 AVE-106 ST,,11.0,11d 14:45:00,,,53.4577281,-113.501628,Ermineskin,1,1,4596_1,neighbourhood,1.9533333335999998,11d 06:00:00,D
3879,4596_2_1_A2,A2,29 AVE-106 ST,,11.0,11d 14:45:00,,,53.4577281,-113.501628,Ermineskin,1,1,4596_1,neighbourhood,1.9533333335999998,11d 06:00:00,D
3880,4630_0_1_A2,A2,29 AVE-106 ST,,11.0,11d 14:45:00,,,53.45839076,-113.5047456,Ermineskin,1,1,4630_1,neighbourhood,1.9533333335999998,11d 06:00:00,D
3881,4630_1_1_A2,A2,29 AVE-106 ST,,11.0,11d 14:45:00,,,53.45839076,-113.5047456,Ermineskin,1,1,4630_1,neighbourhood,1.9533333335999998,11d 06:00:00,D
3882,4630_2_1_A2,A2,29 AVE-106 ST,,11.0,11d 14:45:00,,,53.45839076,-113.5047456,Ermineskin,1,1,4630_1,neighbourhood,1.9533333335999998,11d 06:00:00,D
3883,991890_0_1_A1,A1,7000 143 Street NW,,10.0,10d 14:45:00,,,53.50133909,-113.5795463,River Valley Whitemud,1,1,991890_1,neighbourhood,3.5261111112,10d 06:00:00,D
3884,991890_1_1_A1,A1,7000 143 Street NW,,10.0,10d 14:45:00,,,53.50133909,-113.5795463,River Valley Whitemud,1,1,991890_1,neighbourhood,3.5261111112,10d 06:00:00,D
